source,destination,source_lat,source_lon,source_code,dest_lat,dest_lon,dest_code,distance
AER,KZN,43.449902,39.9566,EU,55.606201171875,49.278701782227,EU,1507.99
ASF,KZN,46.2832984924,48.0063018799,EU,55.606201171875,49.278701782227,EU,1040.94
CEK,KZN,55.305801,61.5033,EU,55.606201171875,49.278701782227,EU,773.13
DME,KZN,55.40879821777344,37.90629959106445,EU,55.606201171875,49.278701782227,EU,718.08
EGO,KZN,50.643798828125,36.5900993347168,EU,55.606201171875,49.278701782227,EU,1010.82
LED,KZN,59.80030059814453,30.262500762939453,EU,55.606201171875,49.278701782227,EU,1220.78
SVX,KZN,56.743099212646,60.802700042725,EU,55.606201171875,49.278701782227,EU,725.97
DWC,KZN,24.896356,55.161389,AS,55.606201171875,49.278701782227,EU,3443.87
FEG,KZN,40.3587989807,71.7450027466,AS,55.606201171875,49.278701782227,EU,2364.04
SKD,KZN,39.70050048828125,66.98380279541016,AS,55.606201171875,49.278701782227,EU,2199.11
UFA,KZN,54.557498931885,55.874401092529,EU,55.606201171875,49.278701782227,EU,436.91
AYT,KZN,36.898701,30.800501,AS,55.606201171875,49.278701782227,EU,2503.49
SVO,KZN,55.972599,37.4146,EU,55.606201171875,49.278701782227,EU,744.45
ALA,KZN,43.35210037231445,77.04049682617188,AS,55.606201171875,49.278701782227,EU,2404.18
DYU,KZN,38.5433006287,68.8249969482,AS,55.606201171875,49.278701782227,EU,2391.11
FRU,KZN,43.0612983704,74.4776000977,AS,55.606201171875,49.278701782227,EU,2280.73
IST,KZN,41.275278,28.751944,AS,55.606201171875,49.278701782227,EU,2184.95
LBD,KZN,40.21540069580078,69.6947021484375,AS,55.606201171875,49.278701782227,EU,2275.57
SHJ,KZN,25.32859992980957,55.5172004699707,AS,55.606201171875,49.278701782227,EU,3400.51
TAS,KZN,41.257900238,69.2811965942,AS,55.606201171875,49.278701782227,EU,2160.73
OSS,KZN,40.6090011597,72.793296814,AS,55.606201171875,49.278701782227,EU,2395.87
AER,DYU,43.449902,39.9566,EU,38.5433006287,68.8249969482,AS,2476.03
CEK,DYU,55.305801,61.5033,EU,38.5433006287,68.8249969482,AS,1942.51
DME,DYU,55.40879821777344,37.90629959106445,EU,38.5433006287,68.8249969482,AS,2966.4
KZN,DYU,55.606201171875,49.278701782227,EU,38.5433006287,68.8249969482,AS,2391.11
LED,DYU,59.80030059814453,30.262500762939453,EU,38.5433006287,68.8249969482,AS,3587.05
MRV,DYU,44.22510147094727,43.08190155029297,EU,38.5433006287,68.8249969482,AS,2233.32
NBC,DYU,55.564701080322266,52.09249877929688,EU,38.5433006287,68.8249969482,AS,2266.6
OVB,DYU,55.012599945068,82.650703430176,EU,38.5433006287,68.8249969482,AS,2104.75
SVX,DYU,56.743099212646,60.802700042725,EU,38.5433006287,68.8249969482,AS,2107.93
IKT,DYU,52.268001556396,104.38899993896,EU,38.5433006287,68.8249969482,AS,3130.39
URC,DYU,43.90710067749024,87.47419738769531,AS,38.5433006287,68.8249969482,AS,1668.74
UFA,DYU,54.557498931885,55.874401092529,EU,38.5433006287,68.8249969482,AS,2031.05
DXB,DYU,25.2527999878,55.3643989563,AS,38.5433006287,68.8249969482,AS,1943.05
DEL,DYU,28.5665,77.103104,AS,38.5433006287,68.8249969482,AS,1345.99
KBL,DYU,34.565899,69.212303,AS,38.5433006287,68.8249969482,AS,442.73
FRA,DYU,50.033333,8.570556,EU,38.5433006287,68.8249969482,AS,4835.61
KJA,DYU,56.172901,92.493301,EU,38.5433006287,68.8249969482,AS,2626.59
KRR,DYU,45.034698486328,39.170501708984,EU,38.5433006287,68.8249969482,AS,2552.06
ALA,DYU,43.35210037231445,77.04049682617188,AS,38.5433006287,68.8249969482,AS,873.18
FRU,DYU,43.0612983704,74.4776000977,AS,38.5433006287,68.8249969482,AS,691.95
IKA,DYU,35.416099548339844,51.15219879150391,AS,38.5433006287,68.8249969482,AS,1608.59
IST,DYU,41.275278,28.751944,AS,38.5433006287,68.8249969482,AS,3409.5
SGC,DYU,61.34370040893555,73.40180206298828,EU,38.5433006287,68.8249969482,AS,2555.69
SHJ,DYU,25.32859992980957,55.5172004699707,AS,38.5433006287,68.8249969482,AS,1927.04
KUF,DYU,53.504901885986,50.16429901123,EU,38.5433006287,68.8249969482,AS,2189.38
ROV,DYU,47.493888,39.924722,EU,38.5433006287,68.8249969482,AS,2538.23
VOG,DYU,48.782501220703125,44.34550094604492,EU,38.5433006287,68.8249969482,AS,2263.96
MHD,DYU,36.235198974609375,59.64099884033203,AS,38.5433006287,68.8249969482,AS,852.23
REN,DYU,51.79579925537109,55.45669937133789,EU,38.5433006287,68.8249969482,AS,1803.1
OMS,DYU,54.96699905395508,73.31050109863281,EU,38.5433006287,68.8249969482,AS,1856.67
GOJ,DYU,56.230098724365,43.784000396729,EU,38.5433006287,68.8249969482,AS,2698.3
AER,KIV,43.449902,39.9566,EU,46.92770004272461,28.93099975585937,EU,947.66
DME,KIV,55.40879821777344,37.90629959106445,EU,46.92770004272461,28.93099975585937,EU,1131.28
LED,KIV,59.80030059814453,30.262500762939453,EU,46.92770004272461,28.93099975585937,EU,1435.28
LCA,KIV,34.875099182128906,33.624900817871094,AS,46.92770004272461,28.93099975585937,EU,1395.0
DWC,KIV,24.896356,55.161389,AS,46.92770004272461,28.93099975585937,EU,3371.68
MUC,KIV,48.353802,11.7861,EU,46.92770004272461,28.93099975585937,EU,1295.26
BLQ,KIV,44.5354,11.2887,EU,46.92770004272461,28.93099975585937,EU,1395.58
TSF,KIV,45.648399,12.1944,EU,46.92770004272461,28.93099975585937,EU,1295.04
ATH,KIV,37.9364013672,23.9444999695,EU,46.92770004272461,28.93099975585937,EU,1079.19
DUB,KIV,53.421299,-6.27007,EU,46.92770004272461,28.93099975585937,EU,2586.7
FCO,KIV,41.8002778,12.2388889,EU,46.92770004272461,28.93099975585937,EU,1443.74
FRA,KIV,50.033333,8.570556,EU,46.92770004272461,28.93099975585937,EU,1539.13
LIS,KIV,38.7813,-9.13592,EU,46.92770004272461,28.93099975585937,EU,3205.21
MXP,KIV,45.6306,8.72811,EU,46.92770004272461,28.93099975585937,EU,1559.4
STN,KIV,51.8849983215,0.234999999404,EU,46.92770004272461,28.93099975585937,EU,2138.9
VCE,KIV,45.505299,12.3519,EU,46.92770004272461,28.93099975585937,EU,1286.53
VIE,KIV,48.110298156738,16.569700241089,EU,46.92770004272461,28.93099975585937,EU,939.2
VRN,KIV,45.395699,10.8885,EU,46.92770004272461,28.93099975585937,EU,1400.76
RIX,KIV,56.92359924316406,23.971099853515625,EU,46.92770004272461,28.93099975585937,EU,1162.59
IST,KIV,41.275278,28.751944,AS,46.92770004272461,28.93099975585937,EU,628.23
SGC,KIV,61.34370040893555,73.40180206298828,EU,46.92770004272461,28.93099975585937,EU,3232.12
BVA,KIV,49.45439910888672,2.1127800941467285,EU,46.92770004272461,28.93099975585937,EU,2002.76
KBP,KIV,50.345001220703125,30.894699096679688,EU,46.92770004272461,28.93099975585937,EU,406.6
OTP,KIV,44.5711111,26.085,EU,46.92770004272461,28.93099975585937,EU,342.95
CIA,KIV,41.7994,12.5949,EU,46.92770004272461,28.93099975585937,EU,1417.93
AER,MSQ,43.449902,39.9566,EU,53.882499694824,28.030700683594,EU,1451.07
DME,MSQ,55.40879821777344,37.90629959106445,EU,53.882499694824,28.030700683594,EU,659.15
GYD,MSQ,40.46749877929688,50.04669952392578,AS,53.882499694824,28.030700683594,EU,2221.23
KGD,MSQ,54.88999938964844,20.59259986877441,EU,53.882499694824,28.030700683594,EU,495.82
LED,MSQ,59.80030059814453,30.262500762939453,EU,53.882499694824,28.030700683594,EU,672.82
SVX,MSQ,56.743099212646,60.802700042725,EU,53.882499694824,28.030700683594,EU,2084.44
GVA,MSQ,46.23809814453125,6.108950138092041,EU,53.882499694824,28.030700683594,EU,1774.83
LCA,MSQ,34.875099182128906,33.624900817871094,AS,53.882499694824,28.030700683594,EU,2156.97
ARN,MSQ,59.651901245117,17.918600082397,EU,53.882499694824,28.030700683594,EU,889.86
BCN,MSQ,41.2971,2.07846,EU,53.882499694824,28.030700683594,EU,2379.5
LGW,MSQ,51.148102,-0.190278,EU,53.882499694824,28.030700683594,EU,1926.61
AMS,MSQ,52.308601,4.76389,EU,53.882499694824,28.030700683594,EU,1561.28
TLV,MSQ,32.01139831542969,34.88669967651367,AS,53.882499694824,28.030700683594,EU,2490.5
BUD,MSQ,47.42976,19.261093,EU,53.882499694824,28.030700683594,EU,947.19
CDG,MSQ,49.012798,2.55,EU,53.882499694824,28.030700683594,EU,1840.9
FCO,MSQ,41.8002778,12.2388889,EU,53.882499694824,28.030700683594,EU,1781.26
FRA,MSQ,50.033333,8.570556,EU,53.882499694824,28.030700683594,EU,1399.4
HAJ,MSQ,52.461101532,9.68507957458,EU,53.882499694824,28.030700683594,EU,1233.4
HEL,MSQ,60.317199707031,24.963300704956,EU,53.882499694824,28.030700683594,EU,740.1
MXP,MSQ,45.6306,8.72811,EU,53.882499694824,28.030700683594,EU,1657.98
NCE,MSQ,43.6584014893,7.215869903560001,EU,53.882499694824,28.030700683594,EU,1894.36
PRG,MSQ,50.1008,14.26,EU,53.882499694824,28.030700683594,EU,1033.06
VIE,MSQ,48.110298156738,16.569700241089,EU,53.882499694824,28.030700683594,EU,1027.31
WAW,MSQ,52.1656990051,20.9671001434,EU,53.882499694824,28.030700683594,EU,510.74
SVO,MSQ,55.972599,37.4146,EU,53.882499694824,28.030700683594,EU,644.38
SXF,MSQ,52.380001,13.5225,EU,53.882499694824,28.030700683594,EU,983.56
TBS,MSQ,41.6692008972,44.95470047,AS,53.882499694824,28.030700683594,EU,1848.81
KRR,MSQ,45.034698486328,39.170501708984,EU,53.882499694824,28.030700683594,EU,1269.94
EVN,MSQ,40.1473007202,44.3959007263,AS,53.882499694824,28.030700683594,EU,1959.88
RIX,MSQ,56.92359924316406,23.971099853515625,EU,53.882499694824,28.030700683594,EU,425.01
IKA,MSQ,35.416099548339844,51.15219879150391,AS,53.882499694824,28.030700683594,EU,2727.13
IST,MSQ,41.275278,28.751944,AS,53.882499694824,28.030700683594,EU,1402.72
KUF,MSQ,53.504901885986,50.16429901123,EU,53.882499694824,28.030700683594,EU,1456.72
KBP,MSQ,50.345001220703125,30.894699096679688,EU,53.882499694824,28.030700683594,EU,439.71
AUH,MSQ,24.433000564575195,54.651100158691406,AS,53.882499694824,28.030700683594,EU,3948.58
BUS,MSQ,41.6102981567,41.5997009277,AS,53.882499694824,28.030700683594,EU,1695.92
KUT,MSQ,42.176700592,42.4826011658,AS,53.882499694824,28.030700683594,EU,1683.26
VNO,MSQ,54.634102,25.285801,EU,53.882499694824,28.030700683594,EU,197.46
BEY,MSQ,33.820899963378906,35.488399505615234,AS,53.882499694824,28.030700683594,EU,2305.21
ASB,MSQ,37.986801,58.361,AS,53.882499694824,28.030700683594,EU,2904.77
TSE,MSQ,51.02220153808594,71.46690368652344,AS,53.882499694824,28.030700683594,EU,2923.26
AER,TAS,43.449902,39.9566,EU,41.257900238,69.2811965942,AS,2415.72
CEK,TAS,55.305801,61.5033,EU,41.257900238,69.2811965942,AS,1662.82
DME,TAS,55.40879821777344,37.90629959106445,EU,41.257900238,69.2811965942,AS,2771.2
GYD,TAS,40.46749877929688,50.04669952392578,AS,41.257900238,69.2811965942,AS,1620.71
KGD,TAS,54.88999938964844,20.59259986877441,EU,41.257900238,69.2811965942,AS,3837.16
KZN,TAS,55.606201171875,49.278701782227,EU,41.257900238,69.2811965942,AS,2160.73
LED,TAS,59.80030059814453,30.262500762939453,EU,41.257900238,69.2811965942,AS,3371.81
MRV,TAS,44.22510147094727,43.08190155029297,EU,41.257900238,69.2811965942,AS,2160.98
OVB,TAS,55.012599945068,82.650703430176,EU,41.257900238,69.2811965942,AS,1817.75
SVX,TAS,56.743099212646,60.802700042725,EU,41.257900238,69.2811965942,AS,1827.12
IKT,TAS,52.268001556396,104.38899993896,EU,41.257900238,69.2811965942,AS,2910.84
BKK,TAS,13.681099891662598,100.74700164794922,AS,41.257900238,69.2811965942,AS,4314.64
KUL,TAS,2.745579957962,101.70999908447,AS,41.257900238,69.2811965942,AS,5359.3
SIN,TAS,1.35019,103.994003,AS,41.257900238,69.2811965942,AS,5627.74
BHK,TAS,39.775001525878906,64.4832992553711,AS,41.257900238,69.2811965942,AS,438.61
FEG,TAS,40.3587989807,71.7450027466,AS,41.257900238,69.2811965942,AS,230.61
KSQ,TAS,38.8335990906,65.9215011597,AS,41.257900238,69.2811965942,AS,393.21
NMA,TAS,40.9846000671,71.5567016602,AS,41.257900238,69.2811965942,AS,193.49
NVI,TAS,40.1171989440918,65.1707992553711,AS,41.257900238,69.2811965942,AS,369.78
SKD,TAS,39.70050048828125,66.98380279541016,AS,41.257900238,69.2811965942,AS,260.48
ICN,TAS,37.46910095214844,126.45099639892578,AS,41.257900238,69.2811965942,AS,4855.58
PEK,TAS,40.0801010131836,116.58499908447266,AS,41.257900238,69.2811965942,AS,3951.68
URC,TAS,43.90710067749024,87.47419738769531,AS,41.257900238,69.2811965942,AS,1518.9
TLV,TAS,32.01139831542969,34.88669967651367,AS,41.257900238,69.2811965942,AS,3218.27
NCU,TAS,42.488399505615234,59.62329864501953,AS,41.257900238,69.2811965942,AS,812.85
TJM,TAS,57.1896018982,65.3243026733,EU,41.257900238,69.2811965942,AS,1794.34
UFA,TAS,54.557498931885,55.874401092529,EU,41.257900238,69.2811965942,AS,1779.76
VKO,TAS,55.5914993286,37.2615013123,EU,41.257900238,69.2811965942,AS,2816.54
DXB,TAS,25.2527999878,55.3643989563,AS,41.257900238,69.2811965942,AS,2192.08
DEL,TAS,28.5665,77.103104,AS,41.257900238,69.2811965942,AS,1577.33
CDG,TAS,49.012798,2.55,EU,41.257900238,69.2811965942,AS,5147.28
FCO,TAS,41.8002778,12.2388889,EU,41.257900238,69.2811965942,AS,4670.11
FRA,TAS,50.033333,8.570556,EU,41.257900238,69.2811965942,AS,4696.99
LHR,TAS,51.4706,-0.461941,EU,41.257900238,69.2811965942,AS,5275.09
PRG,TAS,50.1008,14.26,EU,41.257900238,69.2811965942,AS,4295.07
NRT,TAS,35.7647018433,140.386001587,AS,41.257900238,69.2811965942,AS,6056.77
SVO,TAS,55.972599,37.4146,EU,41.257900238,69.2811965942,AS,2823.1
KJA,TAS,56.172901,92.493301,EU,41.257900238,69.2811965942,AS,2359.06
KRR,TAS,45.034698486328,39.170501708984,EU,41.257900238,69.2811965942,AS,2470.34
RIX,TAS,56.92359924316406,23.971099853515625,EU,41.257900238,69.2811965942,AS,3649.33
ALA,TAS,43.35210037231445,77.04049682617188,AS,41.257900238,69.2811965942,AS,680.44
FRU,TAS,43.0612983704,74.4776000977,AS,41.257900238,69.2811965942,AS,473.75
IKA,TAS,35.416099548339844,51.15219879150391,AS,41.257900238,69.2811965942,AS,1708.32
IST,TAS,41.275278,28.751944,AS,41.257900238,69.2811965942,AS,3364.56
SHJ,TAS,25.32859992980957,55.5172004699707,AS,41.257900238,69.2811965942,AS,2176.74
KUF,TAS,53.504901885986,50.16429901123,EU,41.257900238,69.2811965942,AS,1972.61
ROV,TAS,47.493888,39.924722,EU,41.257900238,69.2811965942,AS,2423.66
VOG,TAS,48.782501220703125,44.34550094604492,EU,41.257900238,69.2811965942,AS,2123.48
KBP,TAS,50.345001220703125,30.894699096679688,EU,41.257900238,69.2811965942,AS,3110.3
ATQ,TAS,31.7096004486,74.7973022461,AS,41.257900238,69.2811965942,AS,1168.52
TSE,TAS,51.02220153808594,71.46690368652344,AS,41.257900238,69.2811965942,AS,1098.27
AZN,TAS,40.7276992798,72.2939987183,AS,41.257900238,69.2811965942,AS,260.24
TMJ,TAS,37.28670120239258,67.30999755859375,AS,41.257900238,69.2811965942,AS,472.52
UGC,TAS,41.58430099487305,60.641700744628906,AS,41.257900238,69.2811965942,AS,722.85
OMS,TAS,54.96699905395508,73.31050109863281,EU,41.257900238,69.2811965942,AS,1552.92
GOJ,TAS,56.230098724365,43.784000396729,EU,41.257900238,69.2811965942,AS,2481.39
AER,TZX,43.449902,39.9566,EU,40.99509811401367,39.78969955444336,AS,273.02
SAW,TZX,40.898601532,29.3092002869,AS,40.99509811401367,39.78969955444336,AS,882.02
AYT,TZX,36.898701,30.800501,AS,40.99509811401367,39.78969955444336,AS,901.57
IST,TZX,41.275278,28.751944,AS,40.99509811401367,39.78969955444336,AS,926.66
ADA,TZX,36.9822006226,35.2803993225,AS,40.99509811401367,39.78969955444336,AS,592.35
ADB,TZX,38.2924003601,27.156999588,AS,40.99509811401367,39.78969955444336,AS,1123.93
ESB,TZX,40.1281013489,32.995098114,AS,40.99509811401367,39.78969955444336,AS,583.28
AER,EVN,43.449902,39.9566,EU,40.1473007202,44.3959007263,AS,520.12
CEK,EVN,55.305801,61.5033,EU,40.1473007202,44.3959007263,AS,2106.22
DME,EVN,55.40879821777344,37.90629959106445,EU,40.1473007202,44.3959007263,AS,1763.29
LED,EVN,59.80030059814453,30.262500762939453,EU,40.1473007202,44.3959007263,AS,2397.87
MRV,EVN,44.22510147094727,43.08190155029297,EU,40.1473007202,44.3959007263,AS,465.76
OVB,EVN,55.012599945068,82.650703430176,EU,40.1473007202,44.3959007263,AS,3260.49
SVX,EVN,56.743099212646,60.802700042725,EU,40.1473007202,44.3959007263,AS,2196.2
TJM,EVN,57.1896018982,65.3243026733,EU,40.1473007202,44.3959007263,AS,2422.17
VKO,EVN,55.5914993286,37.2615013123,EU,40.1473007202,44.3959007263,AS,1795.93
DXB,EVN,25.2527999878,55.3643989563,AS,40.1473007202,44.3959007263,AS,1942.17
ATH,EVN,37.9364013672,23.9444999695,EU,40.1473007202,44.3959007263,AS,1783.47
CDG,EVN,49.012798,2.55,EU,40.1473007202,44.3959007263,AS,3418.08
FCO,EVN,41.8002778,12.2388889,EU,40.1473007202,44.3959007263,AS,2697.03
PRG,EVN,50.1008,14.26,EU,40.1473007202,44.3959007263,AS,2592.79
VIE,EVN,48.110298156738,16.569700241089,EU,40.1473007202,44.3959007263,AS,2379.96
WAW,EVN,52.1656990051,20.9671001434,EU,40.1473007202,44.3959007263,AS,2232.65
SVO,EVN,55.972599,37.4146,EU,40.1473007202,44.3959007263,AS,1832.68
KJA,EVN,56.172901,92.493301,EU,40.1473007202,44.3959007263,AS,3893.6
KRR,EVN,45.034698486328,39.170501708984,EU,40.1473007202,44.3959007263,AS,691.56
RTW,EVN,51.56499862670898,46.04669952392578,EU,40.1473007202,44.3959007263,AS,1275.43
IKA,EVN,35.416099548339844,51.15219879150391,AS,40.1473007202,44.3959007263,AS,793.27
SHJ,EVN,25.32859992980957,55.5172004699707,AS,40.1473007202,44.3959007263,AS,1942.37
KUF,EVN,53.504901885986,50.16429901123,EU,40.1473007202,44.3959007263,AS,1547.5
ROV,EVN,47.493888,39.924722,EU,40.1473007202,44.3959007263,AS,891.62
VOG,EVN,48.782501220703125,44.34550094604492,EU,40.1473007202,44.3959007263,AS,959.56
VOZ,EVN,51.81420135498047,39.22959899902344,EU,40.1473007202,44.3959007263,AS,1356.29
KBP,EVN,50.345001220703125,30.894699096679688,EU,40.1473007202,44.3959007263,AS,1547.02
BEY,EVN,33.820899963378906,35.488399505615234,AS,40.1473007202,44.3959007263,AS,1058.13
MSQ,EVN,53.882499694824,28.030700683594,EU,40.1473007202,44.3959007263,AS,1959.88
SCO,EVN,43.8601,51.091999,AS,40.1473007202,44.3959007263,AS,690.86
OMS,EVN,54.96699905395508,73.31050109863281,EU,40.1473007202,44.3959007263,AS,2697.04
GOJ,EVN,56.230098724365,43.784000396729,EU,40.1473007202,44.3959007263,AS,1788.86
DNK,EVN,48.357200622558594,35.10060119628906,EU,40.1473007202,44.3959007263,AS,1174.36
AER,KRR,43.449902,39.9566,EU,45.034698486328,39.170501708984,EU,186.96
DME,KRR,55.40879821777344,37.90629959106445,EU,45.034698486328,39.170501708984,EU,1157.41
EGO,KRR,50.643798828125,36.5900993347168,EU,45.034698486328,39.170501708984,EU,652.78
LED,KRR,59.80030059814453,30.262500762939453,EU,45.034698486328,39.170501708984,EU,1747.57
NUX,KRR,66.06939697265625,76.52030181884766,EU,45.034698486328,39.170501708984,EU,3232.27
OVB,KRR,55.012599945068,82.650703430176,EU,45.034698486328,39.170501708984,EU,3245.76
SVX,KRR,56.743099212646,60.802700042725,EU,45.034698486328,39.170501708984,EU,1988.0
LCA,KRR,34.875099182128906,33.624900817871094,AS,45.034698486328,39.170501708984,EU,1222.77
MUC,KRR,48.353802,11.7861,EU,45.034698486328,39.170501708984,EU,2115.09
SAW,KRR,40.898601532,29.3092002869,AS,45.034698486328,39.170501708984,EU,925.55
FEG,KRR,40.3587989807,71.7450027466,AS,45.034698486328,39.170501708984,EU,2700.17
NMA,KRR,40.9846000671,71.5567016602,AS,45.034698486328,39.170501708984,EU,2660.11
TLV,KRR,32.01139831542969,34.88669967651367,AS,45.034698486328,39.170501708984,EU,1492.58
VKO,KRR,55.5914993286,37.2615013123,EU,45.034698486328,39.170501708984,EU,1182.01
DXB,KRR,25.2527999878,55.3643989563,AS,45.034698486328,39.170501708984,EU,2633.55
ATH,KRR,37.9364013672,23.9444999695,EU,45.034698486328,39.170501708984,EU,1492.43
BUD,KRR,47.42976,19.261093,EU,45.034698486328,39.170501708984,EU,1554.23
PRG,KRR,50.1008,14.26,EU,45.034698486328,39.170501708984,EU,1946.78
VIE,KRR,48.110298156738,16.569700241089,EU,45.034698486328,39.170501708984,EU,1759.26
SVO,KRR,55.972599,37.4146,EU,45.034698486328,39.170501708984,EU,1222.97
KJA,KRR,56.172901,92.493301,EU,45.034698486328,39.170501708984,EU,3862.64
EVN,KRR,40.1473007202,44.3959007263,AS,45.034698486328,39.170501708984,EU,691.56
DYU,KRR,38.5433006287,68.8249969482,AS,45.034698486328,39.170501708984,EU,2552.06
FRU,KRR,43.0612983704,74.4776000977,AS,45.034698486328,39.170501708984,EU,2815.56
LBD,KRR,40.21540069580078,69.6947021484375,AS,45.034698486328,39.170501708984,EU,2544.61
MCX,KRR,42.81679916381836,47.65230178833008,EU,45.034698486328,39.170501708984,EU,723.92
VOG,KRR,48.782501220703125,44.34550094604492,EU,45.034698486328,39.170501708984,EU,573.35
VOZ,KRR,51.81420135498047,39.22959899902344,EU,45.034698486328,39.170501708984,EU,753.88
MSQ,KRR,53.882499694824,28.030700683594,EU,45.034698486328,39.170501708984,EU,1269.94
TAS,KRR,41.257900238,69.2811965942,AS,45.034698486328,39.170501708984,EU,2470.34
PFO,KRR,34.71799850463867,32.48569869995117,AS,45.034698486328,39.170501708984,EU,1279.18
SCO,KRR,43.8601,51.091999,AS,45.034698486328,39.170501708984,EU,957.0
RMI,KRR,44.020302,12.6117,EU,45.034698486328,39.170501708984,EU,2104.74
AER,DME,43.449902,39.9566,EU,55.40879821777344,37.90629959106445,EU,1338.17
ASF,DME,46.2832984924,48.0063018799,EU,55.40879821777344,37.90629959106445,EU,1236.87
CEK,DME,55.305801,61.5033,EU,55.40879821777344,37.90629959106445,EU,1489.48
EGO,DME,50.643798828125,36.5900993347168,EU,55.40879821777344,37.90629959106445,EU,537.56
GYD,DME,40.46749877929688,50.04669952392578,AS,55.40879821777344,37.90629959106445,EU,1886.54
KGD,DME,54.88999938964844,20.59259986877441,EU,55.40879821777344,37.90629959106445,EU,1102.51
KZN,DME,55.606201171875,49.278701782227,EU,55.40879821777344,37.90629959106445,EU,718.08
LED,DME,59.80030059814453,30.262500762939453,EU,55.40879821777344,37.90629959106445,EU,668.54
MRV,DME,44.22510147094727,43.08190155029297,EU,55.40879821777344,37.90629959106445,EU,1297.57
NBC,DME,55.564701080322266,52.09249877929688,EU,55.40879821777344,37.90629959106445,EU,895.42
NJC,DME,60.94929885864258,76.48359680175781,EU,55.40879821777344,37.90629959106445,EU,2314.58
NUX,DME,66.06939697265625,76.52030181884766,EU,55.40879821777344,37.90629959106445,EU,2363.78
OVB,DME,55.012599945068,82.650703430176,EU,55.40879821777344,37.90629959106445,EU,2799.13
SVX,DME,56.743099212646,60.802700042725,EU,55.40879821777344,37.90629959106445,EU,1426.72
TGK,DME,47.1983333,38.8491667,EU,55.40879821777344,37.90629959106445,EU,915.79
UUA,DME,54.63999938964844,52.801700592041016,EU,55.40879821777344,37.90629959106445,EU,954.63
BTK,DME,56.370601654052734,101.697998046875,EU,55.40879821777344,37.90629959106445,EU,3847.36
HTA,DME,52.026299,113.306,EU,55.40879821777344,37.90629959106445,EU,4743.96
IKT,DME,52.268001556396,104.38899993896,EU,55.40879821777344,37.90629959106445,EU,4221.7
MJZ,DME,62.534698486328125,114.03900146484376,EU,55.40879821777344,37.90629959106445,EU,4186.13
YKS,DME,62.093299865722656,129.77099609375,EU,55.40879821777344,37.90629959106445,EU,4914.35
GVA,DME,46.23809814453125,6.108950138092041,EU,55.40879821777344,37.90629959106445,EU,2433.94
LCA,DME,34.875099182128906,33.624900817871094,AS,55.40879821777344,37.90629959106445,EU,2305.64
TFS,DME,28.044500351,-16.5725002289,EU,55.40879821777344,37.90629959106445,EU,5266.47
ZRH,DME,47.464699,8.54917,EU,55.40879821777344,37.90629959106445,EU,2203.27
DWC,DME,24.896356,55.161389,AS,55.40879821777344,37.90629959106445,EU,3670.3
BCN,DME,41.2971,2.07846,EU,55.40879821777344,37.90629959106445,EU,3035.31
LGW,DME,51.148102,-0.190278,EU,55.40879821777344,37.90629959106445,EU,2551.47
BKK,DME,13.681099891662598,100.74700164794922,AS,55.40879821777344,37.90629959106445,EU,7060.59
HKG,DME,22.308901,113.915001,AS,55.40879821777344,37.90629959106445,EU,7117.9
HKT,DME,8.1132,98.316902,AS,55.40879821777344,37.90629959106445,EU,7427.39
SGN,DME,10.8187999725,106.652000427,AS,55.40879821777344,37.90629959106445,EU,7685.65
SIN,DME,1.35019,103.994003,AS,55.40879821777344,37.90629959106445,EU,8396.39
DUS,DME,51.289501,6.76678,EU,55.40879821777344,37.90629959106445,EU,2104.82
MUC,DME,48.353802,11.7861,EU,55.40879821777344,37.90629959106445,EU,1947.43
TXL,DME,52.5597,13.2877,EU,55.40879821777344,37.90629959106445,EU,1636.73
BRU,DME,50.9014015198,4.48443984985,EU,55.40879821777344,37.90629959106445,EU,2267.82
CGN,DME,50.8658981323,7.1427397728,EU,55.40879821777344,37.90629959106445,EU,2101.17
PMI,DME,39.551700592,2.73881006241,EU,55.40879821777344,37.90629959106445,EU,3131.75
SAW,DME,40.898601532,29.3092002869,AS,55.40879821777344,37.90629959106445,EU,1732.47
BHK,DME,39.775001525878906,64.4832992553711,AS,55.40879821777344,37.90629959106445,EU,2619.8
FEG,DME,40.3587989807,71.7450027466,AS,55.40879821777344,37.90629959106445,EU,2988.32
KSQ,DME,38.8335990906,65.9215011597,AS,55.40879821777344,37.90629959106445,EU,2779.32
NMA,DME,40.9846000671,71.5567016602,AS,55.40879821777344,37.90629959106445,EU,2927.89
NVI,DME,40.1171989440918,65.1707992553711,AS,55.40879821777344,37.90629959106445,EU,2628.58
SKD,DME,39.70050048828125,66.98380279541016,AS,55.40879821777344,37.90629959106445,EU,2765.04
TIV,DME,42.40470123291016,18.72330093383789,EU,55.40879821777344,37.90629959106445,EU,2004.08
SYX,DME,18.30290031433105,109.41200256347656,AS,55.40879821777344,37.90629959106445,EU,7185.58
CAI,DME,30.12190055847168,31.40559959411621,AF,55.40879821777344,37.90629959106445,EU,2856.13
TLV,DME,32.01139831542969,34.88669967651367,AS,55.40879821777344,37.90629959106445,EU,2610.39
NCU,DME,42.488399505615234,59.62329864501953,AS,55.40879821777344,37.90629959106445,EU,2127.05
NYM,DME,65.48090362548828,72.69889831542969,EU,55.40879821777344,37.90629959106445,EU,2178.58
